,username,tweets,hashtags,retweets,mentions
33,RJ_Balaji,"Next level - From relief measures we are going to make this as rehabilitation movement.Its huge.Needs lot of planning, work and support.",,695,
34,RJ_Balaji,what all of us managed to do fr d past few days was immediate releif tat ppl needed. But their long term needs r greater. Next level.,,479,
35,RJ_Balaji,#ChennaiMicro - Lets take this foward..! #People'sMovement http://bit.ly/1YRLA2o,#ChennaiMicro #People,668,
36,RJ_Balaji,An important video frm #ChennaiMicro on our further plans and how to take this momentum forward. Will upload soon.,#ChennaiMicro,287,
37,RJ_Balaji,"Ppl plz dont choose d easiest destination to give releif goods. Its ok if it s tough,reach d plce tat are far frm reach.They need us more.",,505,
38,RJ_Balaji,"RK salai Acropolis building (basement,back side)has 5 truck of all goods.See d need here,go wit ur team, pick stuffs n deliver whre needed.",,297,
39,RJ_Balaji,"Hyaat mountroad has huge supply of milk/milk products. Any orphange or children home if in need,tweet here n ppl see tat,verify,pic,deliver.",,533,
40,RJ_Balaji,"North madras , saidapet in need of bleeching power in abundance. Someone can arrange in bulk ?",,476,
41,RJ_Balaji,"Too angered to see ppl mis-using releif goods. Its a sin.if u see someone doing things like tat r sellin,TAKE CONTROL. Shame them in public.",,991,
42,RJ_Balaji,Hyaat mountroad is full. Plz dont go thre.,,477,
43,RJ_Balaji,Guys - need volunteers at AGS Cinemas G N Chetty Road and Tambaram school for disbursement.,,594,
44,RJ_Balaji,"Semanjari area.There are 600 Bihar people totally suffering. Need 300 bed sheets,300 dhotis,300 Sarees.Anyone plz volunteer wit ur team.",,734,
45,RJ_Balaji,"Now form team, call d person. Get the food in a vehicle. Go distribute wit ur frnz in north madras..Who s gonna do? https://twitter.com/chinmayi/status/673366709588221952",,196,
46,RJ_Balaji,Somebody wit food supply contact them. #ChennaiNeed https://twitter.com/preethikvarma/status/673367753907036161,#ChennaiNeed,141,
47,RJ_Balaji,"Most of south chennai, velachery and other reachable places have enough supply. So plz plan things to d places tat r not easily accessible.",,341,
48,RJ_Balaji,"Plz give them tambaram school address. It will help us distribute to mudichoor, oorapakkam the worst affected. https://twitter.com/seemaseemams/status/673363229142294528",,143,
49,RJ_Balaji,#ChennaiAvailable #ChennaiNeeded Post wit thse tags to meet demand-supply better. And some online portal take responsibility of verifying.,#ChennaiAvailable #ChennaiNeeded,376,
50,RJ_Balaji,Go to ur near by area.. Meet d ppl affected and plz give it urself. That will really feel great. https://twitter.com/smahesh320/status/673363016805576704,,288,
51,RJ_Balaji,"Tambaram school address Christ middle school, Fatima Church, East Tambaram, Chennai - 59 Near tambaram railway station.",,196,
52,RJ_Balaji,Go to the christ middle school and plan wit ur boys. Lot of affected areas near by.,,133,
53,RJ_Balaji,"And Volunteers in ur own area,form teams- know ppl who need help, wat help, direct and do it wit ppl who are comin wit goods. Reach more.",,233,
54,RJ_Balaji,Be on roads in velachery. Know d places need help. Direvt the ppl comin thre to help to right places.do it wit them,,169,
55,RJ_Balaji,"And those who want to volunteer, plz go directly to any of our centres except big fm. We will b thre. Lets do this together.",,213,
56,RJ_Balaji,"Anyone sending goods in a truck can send them to our AGS villivakam, AGS GN chetty road and Tambaram Christ middle school. Our ppl r thre.",,406,
57,RJ_Balaji,Those who trying to reach me thro ph. My throat is completely gone. Not ble to spk. Plz msg or tweet.,,330,
58,RJ_Balaji,"And same wit blankets, mats and other items in boxes wil b spoiled by rain.Plz dont go drop them off anywhre.They cant b used then.Hold it.",,182,
59,RJ_Balaji,Guys its pouring.Plz dont bring any food to any of our our centers.Unloadin n loadin them will lead to a lot of waste.plz give it by urself.,,354,
60,RJ_Balaji,Guys one more important need. Under garments for women and girls are very critical need.That can prevent frm whole lot of infections.,,488,
61,RJ_Balaji,"Cldnt see my city drown,And all I did was spontaneous n emotional.Bt never expected ths unbelievable trust n love.Thank u.Am truly blessed.",,491,
62,RJ_Balaji,"To avoid overlap, tweet us ur delivery location. We will retweet and make sure tat others dont go.",,173,
63,RJ_Balaji,We will continue to provide needs tat are verified for d whole of tomorrow. Plz go wit your team to provide.,,150,
64,RJ_Balaji,Thre s a team tomorrow. Give details will send them medicines.,,98,
65,RJ_Balaji,@soundaryaarajni Any of d 5 centres are fine.,,19,@soundaryaarajni
66,RJ_Balaji,"Plz makesure that not even a packet is wasted.Only if u r goin to north chennai or to any remote area tat is affected,food is advisable.",,205,
67,RJ_Balaji,Ground reality is there is excess food in most of d flood affected areas in south chennai.plz avoid food if u r a small team in thse places.,,459,
68,RJ_Balaji,Guys. The need of tomorrow is 1. Blankets 2. Mats 3. Saibol cream 4. Sanitary napkins 5. Mosquito coil and candle.,,738,
69,RJ_Balaji,The centres are mainly for the trucks full of goods that are coming frm various parts of d country.We wil kp u updated wit demand n supply.,,219,
70,RJ_Balaji,We av our teams thre in all 5 centres. But we dont want even a single water packet to be wasted.So take control.Do it wit ur own team.,,239,
71,RJ_Balaji,"We have 5 centers tomorrow. 1. Big Fm 2. Hyaat Mountroad 3. AGS villivakkam 4. AGS, GN chetty road 5. Christ King Middle school, Tambaram.",,732,
72,RJ_Balaji,@Actor_Siddharth is going to Cuddalore tomorrow to continue the work there.Whreas d rest of us will work from 5 centers in chennai.,,379,@Actor_Siddharth
73,RJ_Balaji,Tomorrow we will continue to do the same work as we did today. But we request each one of you to take it as urs. Lets go an extra mile.,,318,
74,RJ_Balaji,Me n siddarth wit our hundrerds of volunteers can reach thousands of ppl.But wit each of u wit ur teams can reach lakhs of ppl in need.,,407,
75,RJ_Balaji,"Lets take more responsibility. Form our own teams.Collect watever we can n give whrever d need is.By ths way, We can touch many more lives.",,311,
76,RJ_Balaji,"It is not bout @Actor_Siddharth and me anymore.We just did a small bit n we will continue to do that. Now,u got to make this as ur movement.",,454,@Actor_Siddharth
77,RJ_Balaji,Another unforgettable day. What all of us together did in these few days is unbelievable. But we got to take this to next level.,,455,
78,RJ_Balaji,@sarathk89849192 yes please!,,4,
79,RJ_Balaji,5000 water bottles needed #ChennaiMicro 9989772200,#ChennaiMicro,652,
80,RJ_Balaji,Lot of requirement. V need a lot more supplies. Pl drop all the supplies you can get @BigFM office. Come on every1. Lets do this.,,649,
81,RJ_Balaji,"Urgent- If someone can plz setup a working wifi connection for us in big fm office, that wld help us to reach out to d people in need.",,524,
82,RJ_Balaji,"@evamkarthik @caselchris1 karthik, for how many..!?! Wen to collect !?!",,15,@evamkarthik @caselchris1
83,RJ_Balaji,Plz verify and confirm.,,79,
84,RJ_Balaji,"No issues. Frst day in anna gem, all of us walked in some 3.5 feet water and delivered food.",,119,
85,RJ_Balaji,@smathaiya kellys la enga? Be specific plz.,,2,@smathaiya
86,RJ_Balaji,"Can someone plz coordinate wit Kolapasi and find out if they av stock today !?If yes,we will arrange fr d delivery.",,183,
87,RJ_Balaji,Got tat.,,60,
88,RJ_Balaji,Verified? Plz confirm.,,84,
89,RJ_Balaji,We will do it today. Any volunteers.!?!,,135,
90,RJ_Balaji,@mamta_rao12 @CHNvolunteer @Chinmayi whre u want them to b sent ?,,2,@mamta_rao12 @CHNvolunteer @Chinmayi
91,RJ_Balaji,We got it. Will send their lunch.,,76,
92,RJ_Balaji,@sureshambethkar thambi address kuduppa. Ph dhan not reachable la.,,1,@sureshambethkar
93,RJ_Balaji,@mamta_rao12 plz contact sherin - she heads volunteers for north chennai. They need a lot. +91 90-03-058479. You can directly send it to her,,34,@mamta_rao12
94,RJ_Balaji,"Someone plz. Anyone close by. Not in twitter. But to go in person wit ur team, check on him n confirm.",,133,
95,RJ_Balaji,Emergency - Someone wit a big car plz help this child. Only those wit a vehicle and can help asap call them. https://twitter.com/kollyupdates/status/672958058604052480,,192,
96,RJ_Balaji,Which camp? Thre r more than few thre. https://twitter.com/vsiddharthv/status/672958800119205888,,56,
97,RJ_Balaji,Haha. Arai litre paal 50 ruba. Adhuvum kedaikala. https://twitter.com/enafex/status/672959015320551424,,164,
98,RJ_Balaji,"Someone plz call, verify and confirm. If true will help a lakh ppl.",,124,
99,RJ_Balaji,Which area. is t verified ?,,66,
100,RJ_Balaji,I knw how it feels. Plz give more details.we will try to help. https://twitter.com/sureshambethkar/status/672959841099317248,,72,
101,RJ_Balaji,Have been sending a truck full of goods thre for past three days.,,54,
102,RJ_Balaji,"@mamta_rao12 have they reached. If not, plz inform me. And what does d truck have.",,2,@mamta_rao12
103,RJ_Balaji,Food For how many.!?!,,78,
104,RJ_Balaji,Volunteers.!?! Plz come fwd and help. Contact d no.1 can arrange fr cylinder n othr 1 can arrange fr transport.,,164,
105,RJ_Balaji,Done. But Someone verify if it s alrdy given !?! I think @VishalKOfficial has alrdy into it it. Plz confirm.,,70,@VishalKOfficial
106,RJ_Balaji,@getmenizar fr how many. Is d road reachable by car ?,,2,@getmenizar
107,RJ_Balaji,Very imp: 2. So plz tweet the #AvailabeGoods n #NeedFood using thse tags.Wil meet demand-supply directly.plz need responsible verified info.,#AvailabeGoods #NeedFood,423,
108,RJ_Balaji,"Very imp: 1.it's raining,dropping contributions at big fm n takin it to anthr place wl spoil d items.we wl directly send it to plce in need.",,199,
109,RJ_Balaji,"Plz note. Not . 'All ashram, whole velachery' type info.Exact place and fr how many. Verified.so no wastage of food. https://twitter.com/trollckttamil/status/672957270850863104",,93,
110,RJ_Balaji,GM guys. Plz tweet d places tat need food n fr how many. VERIFIED only plz. Lets form a list and make sure thre s no overload of food.,,353,
111,RJ_Balaji,We will take care of this. It will b sent. https://twitter.com/kayy_yen/status/672955094472654848,,80,
112,RJ_Balaji,Ppl form 2 groups n 1 person lead this.Contact him.coordinate.assemble in commn point in velachery. deliver t thre.,,124,
113,RJ_Balaji,Is it accessible thro a tractor or truck !?! Someone plz confirm. We will reach them today.,,115,
114,RJ_Balaji,It will reach them today. Someone plz call up n confirm.,,103,
115,RJ_Balaji,"Imp. Guys we've managed to get one oxygen cylinder in big fm office today.In case of any emergency need,anybody can take tat from thre 24/7.",,826,
116,RJ_Balaji,The news tat I gave one crore for releif fund is not true.Am not tat rich bt am rich enough to have all of u.All I have to give is myself.,,1665,
117,RJ_Balaji,"@dhanushkraja beleive d team has collected today. Need is more. If u av more tomorrow , we will come n collect it again.",,185,@dhanushkraja
118,RJ_Balaji,"And finally,Whoever wants to take relief material n distribute to any of ur areas, plz come wit a vehicle to Big FM anytime. lets do this.",,545,
119,RJ_Balaji,"Guys. Mostly no network for me or @Actor_Siddharth. To reach us, plz tweet here. It will reach us. Now back to work. Stay safe.",,416,@Actor_Siddharth
120,RJ_Balaji,To all the traffic police who helped us to load and unload in hundreds of vehicles in d busiest road without causin a havoc. Salute.,,544,
121,RJ_Balaji,We were able to help out almost twice d number of ppl tat we reached yesterday only cos of all u unknown heroes.Thank you. @Actor_Siddharth,,420,@Actor_Siddharth
122,RJ_Balaji,"Need of d hour is blankets, mat, mosquito coil, Candle Sanitary napkins Saibol cream Food items Water bottles Plz dont bring old clothes.",,886,
123,RJ_Balaji,"Important: Those who want to volunteer for tomorrow, We av enough.plz do ur best in ur near by locality or reach velachery fr relief work.",,521,
124,RJ_Balaji,Never expected this kind of support and trust across the globe.Truely humbled and inspired.Thank you everyone. Lets do this again tomorrow.,,730,
125,RJ_Balaji,Everyone Plz go back. Bedsheets will b wasted in rain. Give it tomorrow.,,177,
126,RJ_Balaji,No words to describe the dedication of hundreds of volunteers who did d job today inspite of heavy rains. Thank you. U inspire us.,,748,
127,RJ_Balaji,IMP- People bringing stock to BIG FM it is full as of now. Pass on all the materials to the camp at Guru Nanak college. Our team is there,,486,
128,RJ_Balaji,Someone help.,,160,
129,RJ_Balaji,Any one at jaffarkanpet with a working phone and can check on ppl? Please pass your number to @madhiceg,,379,@madhiceg
130,RJ_Balaji,Volunteers req to delvr ID batter in W Mmblm & Ashk ngr. Sign up Tweet name ph#& loc to @madhiceg @VivekBharati_VB,,548,@madhiceg
131,RJ_Balaji,"We r getting 5 tractors today to rescue ppl from flooded places. Dont how many we can reach, hoping to save more.",,499,
132,RJ_Balaji,"Mats, blankets and water are d one in big need. Bring t to Big FM, 152/153,azam arcade, dominos building, kodambakkam high rd, nungambakkam.",,460,
133,RJ_Balaji,Anyone wants to contribute or take things for distribution to needy.. We r here in Big FM. Plz come. Ppl with big vehicles come fwd.,,444,
134,RJ_Balaji,PPl in USA plz note.,,357,
135,RJ_Balaji,@Udhaystalin thank u somuch.!,,22,@Udhaystalin
136,RJ_Balaji,@Udhaystalin ur no. Not reachable uday. We need d same tomorrow too. Befre 11am if possible plz.,,25,@Udhaystalin
137,RJ_Balaji,"Ppl can not only give ur contributions in Big fm office, but also collect whatever u need to distribute by urself. 24/7.",,243,
138,RJ_Balaji,Hats off to hundreds of volunteers who came today to big fm.The work that u ppl did is amazing. Lets do this again tomorrow.,,340,
139,RJ_Balaji,"Ive left big fm, you can hand over all your contributions 24/7 there. We av ppl thre. Family is safe. We r relocating. Thank u.",,256,
140,RJ_Balaji,"My family is stranded in kottur. Wit no phone, current and water. Someone plz let me know d status of perumal koil street.",,947,
141,RJ_Balaji,I still av stocks to collect n store. Cant go now. Someone plz help me in finding bout kotturpuram situation.,,220,
142,RJ_Balaji,"Guys in foreign, someone plz confirm if the transfer to #ChennaiMicroFund trust is successful ? Are u facing any issues. Plz let us know.",#ChennaiMicroFund,338,
143,RJ_Balaji,#ChennaiRescue anyone from TCS siruseri? Pls tweet back. A girl there...appa passed away in Hyde. Trying to reach her. @subhajrao,#ChennaiRescue,506,@subhajrao
144,RJ_Balaji,"And to those who wants to contribute as money, this is d offical trust account. #ChennaiMicroFund",#ChennaiMicroFund,1425,
145,RJ_Balaji,"Plz bring ur contributions mainly blankets,mats,candle,mosquito coil and food. We av volunteers 24/7 in big fm to collect.",,686,
146,RJ_Balaji,"We Managed to deliver food,blankets and mat for more than 20000 ppl today.Thanx to each one who came to big fm. tomorrow we r doin it again.",,865,
147,RJ_Balaji,"#ChennaiMicroFund contribution A/c Name: V Trust, A/C NO: 533102010503421, UNION BANK OF INDIA, IFSC CODE: UBIN0553310. #SiddharthRJbalaji",#ChennaiMicroFund #SiddharthRJbalaji,1197,
148,RJ_Balaji,We av huge some of food packets in big fm.Distributing across city. Plz tell us where are d needs. Pz note Car shld b ble to reach thre.,,482,
149,RJ_Balaji,"People across the world. If u want to contribute fund fr Chennai flood rescue measures by me, @Actor_Siddharth,we'l tweet an Trust acc soon.",,448,@Actor_Siddharth
150,RJ_Balaji,Please be advised this is a friend of @RJ_Balaji tweeting on his behalf from Bangalore. Strength to you chennai. #ChennaiRainsHelp,#ChennaiRainsHelp,169,@RJ_Balaji
151,RJ_Balaji,"BIG FM Address: 152 Azam arcade kodambakkam high road , Nugambakkam chennai - 34. LM: Opp indiabulls. Doors open to any contribution.",,452,
152,RJ_Balaji,"I am at big FM office. Stock piling essentials for distribution. Bring your contributions here. Blanket,mat,water and food are top priority.",,453,
153,RJ_Balaji,Nothing S workin plz don't wait for net to do somethin. As a group go out n do wats possible. You can always find me in big fm releif center,,291,
154,RJ_Balaji,@ash_r_dhanush jus reached wunderbar office. All d biscuit packets have been taken alrdy. Let me know once u get d stock again.Will collect.,,165,@ash_r_dhanush
155,RJ_Balaji,Those wit a group to volunteer. Preferably wit a car. Tweet ur ph no. Wit name and area. We need u. #ChennaiMicro @Actor_Siddharth,#ChennaiMicro,528,@Actor_Siddharth
156,RJ_Balaji,Woman pregnant wit twins. Ramapuram. Plz plz help.,,583,
157,RJ_Balaji,We tried reaching them wit food. But d situation thre is very bad tht even NRDF cldnt reach them as d tide s high,,182,
158,RJ_Balaji,Guys. We r wit few vehicles to go around d city wit food packets. Teynampet to Airport. Let us know if someone needs food.,,780,
159,RJ_Balaji,Guys we tweeted details bout d ppl offering oxygen cylinders. Kindly share it now. Someone needs it now. urgent.,,505,
160,RJ_Balaji,"Imp-Any college students as group of minimum ten,can u come fwd to volunteer fr tomorrow.We need ten groups min. Plz Form and tweet details.",,953,
161,RJ_Balaji,Guys. We managed to get food for around 5000 ppl today in various areas. We need to do d same tomorrow. Plz lets it again. #ChennaiMicro,#ChennaiMicro,674,
162,RJ_Balaji,Feels very bad for not able to attend many of ur msgs due to network crash. We are doing our best to reach out to ppl. @Actor_Siddharth,,269,@Actor_Siddharth
163,RJ_Balaji,"To all those trying to reach us, 6 hoursa no network. Dont know how long this will last. Plz go out and do wat ever little possible.",,219,
164,RJ_Balaji,Completely cut off. On d roads fr d entire day. Supplying food in adyar now. Let us know if any region around this needs food. #ChennaiMicro,#ChennaiMicro,327,
165,RJ_Balaji,"To all the north indian media, more than ur debate and discussions , show some compassion. organize and collect basic amenities and send us.",,1264,
166,RJ_Balaji,"Since morning every north indian media has been calling for interviews.Thanx.But no thanx. Plz don't cover this as an issue,its a disaster.",,776,
167,RJ_Balaji,Guindy. Plz help.,,286,
168,RJ_Balaji,Verify and plz help. This place s reachable.,,151,
169,RJ_Balaji,Very imp information for ppl in OMR..!,,433,
170,RJ_Balaji,"We av 250 packets of food near parrys, plz Let us know d place whre ppl in need are. Can be delivered in an hour.",,472,
171,RJ_Balaji,Great service. Pass it on. Chromepet,,157,
172,RJ_Balaji,No network. No internet. Lets get on to d roads n do our best.,,63,
173,RJ_Balaji,This is very important. Guys plz verify and pass on.,,349,
174,RJ_Balaji,Rescuing ppl frm omr and IT hubs is not possible by u n me. Cos Thousands of them.Instead arrange fr food packets.We will reach them n give.,,147,
175,RJ_Balaji,"So far Food for more than 5000 ppl av bin arranged, collected and sent to d ppl in need. We need more. Plz let us know if u av.",,174,
176,RJ_Balaji,Imp. Need volunteers to collect 250 food packets frm parrys sangeeta. This is his contact number : 9840346934 mr subu.,,248,
177,RJ_Balaji,"Verified? If yes, we will send them.",,77,
178,RJ_Balaji,Contact dr bala.nursing home. They shld help. Find no. In jus dial. Someone plz.,,158,
179,RJ_Balaji,For ppl who need boat in thse areas.,,223,
180,RJ_Balaji,"Ekkadudhangal defense colony completely in a disaster state. Someone plz inform police, army and authorities.",,527,
181,RJ_Balaji,This man. Dr in keelkattalai ready to serve.,,180,
182,RJ_Balaji,Crocodiles in d city and all other nonsense are just rumours. Plz Stop spreading thse in watsapp and here. Will add more choas.,,598,
183,RJ_Balaji,Someone plz tag ppl in saidapet. https://twitter.com/ganga_bharani/status/671934345653837824,,70,
184,RJ_Balaji,"Out on roads. Trying our best to arrange for food. Collect, coordinate and distribute. If u have food packets let us know. @Actor_Siddharth",,286,@Actor_Siddharth
185,RJ_Balaji,@Olacabs any help possible ? https://twitter.com/ramjith_ap/status/671932072953430016,,34,@Olacabs
186,RJ_Balaji,Saidapet. We had some doctors frm there la. Plz tag them somehow.,,136,
187,RJ_Balaji,Tried reaching as many as we can. But cldnt. Someone plz.,,106,
188,RJ_Balaji,Volunteers needed for distributing food.,,216,
189,RJ_Balaji,@arulnithitamil arul see if u cld thse kids wit ur food packets. https://twitter.com/prasanna_tweets/status/671917948269760514,,53,@arulnithitamil
190,RJ_Balaji,"Drop it in -Big FM, 152/153, azam arcade, (dominos building), kodambakkam high road, nungambakkam, chennai-600034.",,178,
191,RJ_Balaji,"We are getting food packets fr d needy. Those who can contribute , plz arrange n tweet d dtails. We will pick up.",,272,
192,RJ_Balaji,Global hospital needs help. Worst conditions. Patients and old ppl involved. Only possible frm Govt and army. Some officer here plz pass on,,675,
193,RJ_Balaji,@RjAjai plz help thro ur station.,,14,@RJajai
194,RJ_Balaji,Some one verify and pass on.,,139,
195,RJ_Balaji,Some one plz help. Tnagar need bread packets. https://twitter.com/sriniraghav/status/671907217407418368,,150,
196,RJ_Balaji,We r trying to get u soon. Will come fr u.,,89,
197,RJ_Balaji,Think its an old msg. Still if someone can plz verify n help.,,34,
198,RJ_Balaji,Periyar nagar. Jawhar nagar. Transport facility. https://twitter.com/aish_thiru/status/671897040599670784,,124,
199,RJ_Balaji,Chromepet. Family wit an infant. Plz help. https://twitter.com/vinukanna/status/671893800202010625,,228,
200,RJ_Balaji,"Am sure, ppl thre need food. Plz give it to nearest. Difficult to collect frm thre n distribute elsewhere.",,86,
201,RJ_Balaji,Can we form a group of 20 near global hospital.!?! Ppl near tat place coordinate amongst urself. This s possible. https://twitter.com/latasrinivasan/status/671887831288049664,,162,
202,RJ_Balaji,Plz Verify and someone plz see if u cld reach them.,,76,
203,RJ_Balaji,Contact details !?!,,67,
204,RJ_Balaji,Am leaving home in sometime. Will try reaching thre. https://twitter.com/priya_menon/status/671877755877744640,,56,
205,RJ_Balaji,Go out and give to ppl in ur area who are in need. Plz Dont wait.,,50,
206,RJ_Balaji,"This is verified. Someone who wants to help, order food for ppl frm this place. And we will pick up.",,117,
207,RJ_Balaji,Noted. MRTS STATIONS. https://twitter.com/askabuska/status/671880122232758272,,60,
208,RJ_Balaji,Thank u. Plz start right away. Tweet d verified need/offerings. And rest of us will follow up.,,26,
209,RJ_Balaji,Plz verify if they can produce food for a large no. of ppl. https://twitter.com/kkgiree/status/671883319269711873,,61,
210,RJ_Balaji,"Celebrities - if you av any contact wit d owners of chain of hotels-sangita,thalapakatti.Plz ask them to prepare food packts.we'll collect.",,442,
211,RJ_Balaji,@ashwinravi99 Got tat. Will talk to d portals and also hotels. Thanx ashwin.,,23,@ashwinravi99
212,RJ_Balaji,Two sites to order.,,57,
213,RJ_Balaji,Someone tweet list of all d websites tat deliver the food items here. Its ok if d delivery s delayed. We will pick up.,,149,
214,RJ_Balaji,Thats ok Order . We will pick up.,,18,
215,RJ_Balaji,Someone verify and confirm plz. https://twitter.com/vs_sat/status/671879578520973312,,67,
216,RJ_Balaji,Do this plz. Much needed.,,61,
217,RJ_Balaji,Next call. Vijay Tv VJ Vignesh karthik house dangerously flooded. 9791664878- his friend no .. Someone plz see if some help possible.,,223,
218,RJ_Balaji,"People with internet n phone connections, Call n speak to ppl who need help - offering help. Post the verified info.",,67,
219,RJ_Balaji,Ask them to form a group. Help ppl in there nearby surrounding. Watever possible. Even buyin a milk packet. https://twitter.com/shobi_sept3/status/671873037755551744,,48,
220,RJ_Balaji,Someone plz. https://twitter.com/abhinav1manoj/status/671870855203262464,,46,
221,RJ_Balaji,Suggest all that r thre. https://twitter.com/antonygino/status/671871200348491777,,15,
222,RJ_Balaji,We will collect them.,,18,
223,RJ_Balaji,"Address - RJ Balaji, Big FM, 152/153, azam arcade, (dominos building), kodambakkam high road, nungambakkam, chennai-600034.Ph 044 39183619",,489,
224,RJ_Balaji,"People in other cities can help by ordering bread packets, biscuits and readily eatables thro online portals in my name. Add in next tweet.",,339,
225,RJ_Balaji,"First call,I just spoke to you from mudichur madhanapuram .we need Help water reached first floor Contact no 9710384881. Someone near plz ?",,123,
226,RJ_Balaji,"@OnlyKollywood @behindwoods @igtamil Can you guys help in checking d requirements of all info's passed, call n only post d authentic msgs.!?",,37,@OnlyKollywood @behindwoods @igtamil
