,username,tweets,hashtags,retweets,mentions
136,flyvenkat,Accommodation available for 50ppl in velachery contact 9790310802 #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,14,
137,flyvenkat,அவசர உதவி தேவைப்படுவோர் @thanthitv யின் இந்த எண்ணிற்கு 8939888348 உங்கள் விவரங்களை SMS செய்யவும் #chennairainshelp #Chennai #chennaifloods,#chennairainshelp #Chennai #chennaifloods,10,@ThanthiTV
138,flyvenkat,Jayshree N offering Puliyodharai packets for 200 persons in Rajan Eye Clinic near Habibullah Rd : 98400 41607 #chennairainshelp #Chennai,#chennairainshelp #Chennai,2,
139,flyvenkat,@sandygrains she is willing to help.,,0,@sandygrains
140,flyvenkat,"For Food, Contact Mr.Jogani 9840042152 #chennairains #Chennai #chennaifloods #chennairainshelp",#chennairains #Chennai #chennaifloods #chennairainshelp,6,
141,flyvenkat,AGS cinemas at OMR is ready to accommodate people who're stranded in OMR stretch #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,21,
142,flyvenkat,Reena Johnson: 100 பேர் தங்கும் இடமும் 1000 பேருக்கு உணவும் தயாராக உள்ளது நுங்கம்பாக்கத்தில் எண்:7092020207 #chennairainshelp #Chennai,#chennairainshelp #Chennai,32,
143,flyvenkat,5000 food pkts ready anybody wants to distribute pl contact vineet Jain 9840426263/ Gaurav Jain 9841062626 #chennairainshelp #Chennai,#chennairainshelp #Chennai,59,
144,flyvenkat,"Vijay shanthi apart,kelambakam ...lotta ppl stuck thr .needs help.no- 8754003701 #chennairains #Chennai #chennaifloods #chennairainshelp",#chennairains #Chennai #chennaifloods #chennairainshelp,3,
145,flyvenkat,Accommodation for 5 people available in Vyasarpadi : Sarath 9686192462 #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,18,
146,flyvenkat,"Need food/blankets for 50 people stranded in Chinmaya Vidyalaya, Virugambakkam #chennairains #Chennai #chennaifloods #chennairainshelp",#chennairains #Chennai #chennaifloods #chennairainshelp,5,
147,flyvenkat,Add details of help needed to the website mentioned #chennairains #Chennai #chennaifloods #chennairainshelp https://twitter.com/Gayatri__J/status/671903931275022336,#chennairains #Chennai #chennaifloods #chennairainshelp,1,
148,flyvenkat,#chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,2,
149,flyvenkat,"Help needed in pallikaranai kamakoti nagar, kamatchi nagar. Rescue teams, please reach out. #chennairainshelp #Chennai #chennaifloods",#chennairainshelp #Chennai #chennaifloods,3,
150,flyvenkat,Help needed in Pallikaranai: 9080176758. Family stuck in 6ft of water. #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,3,
151,flyvenkat,Anyone have contacts in AID India? Please contact them #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,0,
152,flyvenkat,"Aswath Kumaravel, Poonamallee, 8939159294, have clothes and a room to accommodate 4 #chennairains #Chennai #chennaifloods #chennairainshelp",#chennairains #Chennai #chennaifloods #chennairainshelp,0,
153,flyvenkat,Annai Arul Hospital in Mudichur with 22 patients and 3 ICU patient has no supply of electricity water oxygen food #Chennai #chennairainshelp,#Chennai #chennairainshelp,1,
154,flyvenkat,any emergency number for thiruverkadu? #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,1,
155,flyvenkat,Need rescue team to reach Kundrathur area #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,2,
156,flyvenkat,NTL (7708068600) can help with rescue & boats. #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,1,
157,flyvenkat,"People in ""jayanth tech park"" nandambakkam are in hazardous situation. Urgent help needed! #chennairains #Chennai #chennairainshelp",#chennairains #Chennai #chennairainshelp,11,
158,flyvenkat,Please make it to Besant Nagar if possible. Balasubramanian (7299204101) is willing to help. #chennairains #Chennai #chennairainshelp,#chennairains #Chennai #chennairainshelp,1,
159,flyvenkat,"For any help near ayanavaram,egmore,vi­llivakkam,annangar, contact: 8122331488 #chennairains #Chennai #chennaifloods #chennairainshelp",#chennairains #Chennai #chennaifloods #chennairainshelp,1,
160,flyvenkat,9677066100: Chennai ARMY HELPLINE . Please Use for extreme emergency only #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,2,
161,flyvenkat,100 ppl struck near thiruneermalai subaraya nagar. Help needed: 9884275000 #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,94,
162,flyvenkat,Use Practo app to find doctors in nearby location #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,0,
