,username,tweets,hashtags,retweets,mentions
28,ArchanaArchuu,@karrauday yea wish they would...,,0,@KarraUday
29,ArchanaArchuu,Yes that's an important point... Thanks,,1,
30,ArchanaArchuu,@YacoobAnandhi @iAm_MaAnJ @ashwinravi99 ,,0,@YacoobAnandhi @ashwinravi99
31,ArchanaArchuu,@imgowthamraina ,,0,
32,ArchanaArchuu,Thank you so much ,,1,
33,ArchanaArchuu,நன்றி https://twitter.com/shavinsqi/status/675333644395880448,,0,
34,ArchanaArchuu,@withnav_ ,,0,@withnav_
35,ArchanaArchuu,@YacoobAnandhi Thanks @IAMmahis5,,0,@YacoobAnandhi
36,ArchanaArchuu,நன்றி ,,0,
37,ArchanaArchuu, நன்றி https://twitter.com/mugavary_tweets/status/675330230710493184,,0,
38,ArchanaArchuu,@Vjsaro13 Thanks @Actorjiiva,,1,@Vjsaro13 @ActorJiiva
39,ArchanaArchuu,@theeeru that's so nice of you thanks ,,0,@theeeru
40,ArchanaArchuu,Thanks ,,1,
41,ArchanaArchuu,@589Yk nan fruits &amp; vegetables vanginen street vendor kita.... Of course 'bargain' pannama @ashwinravi99,,2,@589Yk @ashwinravi99
42,ArchanaArchuu,Thank you so much ,,1,
43,ArchanaArchuu,@PrasannaArtz Thank you ,,0,
44,ArchanaArchuu,Thanks ,,2,
45,ArchanaArchuu,@RajaTamil_90 ,,0,@RajaTamil_90
46,ArchanaArchuu,Thanks ,,1,
47,ArchanaArchuu,Thank you so much ,,1,
48,ArchanaArchuu,@kp060514 உணர்ந்தா நிச்சயம் உதவியாக இருக்கும் ,,0,@kp060514
49,ArchanaArchuu,So you claim that you always stay 'Healthy' when you buy in SUPER Market ? & never get sick ,,2,
50,ArchanaArchuu,@here_iamvj Thank you @Actorjiiva,,0,@here_iamvj @ActorJiiva
51,ArchanaArchuu,@giri26 thanks ,,0,@giri26
52,ArchanaArchuu,@NaveeNkas ,,0,
53,ArchanaArchuu,@imgowthamraina thanks,,0,
54,ArchanaArchuu,செய்தால் அவர்களுக்கு பேருதவியாக இருக்கும் Thanks for the RT,,2,
55,ArchanaArchuu,@MoganeshP thanks ,,0,@MoganeshP
56,ArchanaArchuu,உண்மை கடைபிடித்தால் உதவியாக இருக்கும் .... நன்றி!! ,,0,
57,ArchanaArchuu,நன்றி ,,0,
58,ArchanaArchuu,@pramo24 yes thanks,,0,@pramo24
59,ArchanaArchuu,@MuthusankarS Thank you ,,0,@muthusankars
60,ArchanaArchuu,@0efe10c6d10b43d @ThirutuKumaran உண்மை முயற்சிக்கிறேன்,,0,@0efe10c6d10b43d @ThirutuKumaran
61,ArchanaArchuu,Well said ,,3,
62,ArchanaArchuu,@vinothkumar1715 @itisprashanth Thank you ,,0,@vinothkumar1715 @itisprashanth
63,ArchanaArchuu,Thanks ,,0,
64,ArchanaArchuu,"@keyan_sv V usually don't have this concern when it's packed well in a Super market don't V?Atleast till they rebuild their life,help them",,0,@keyan_sv
65,ArchanaArchuu,Thank you https://twitter.com/minezhuthalan/status/675126407857573888,,0,
66,ArchanaArchuu,@adangoiyyala @ThirutuKumaran thanks ,,0,@adangoiyyala @ThirutuKumaran
67,ArchanaArchuu,@infoprabu நன்றி ,,0,
68,ArchanaArchuu,@ebsenthilkumar @cricgenie thanks ,,0,@ebsenthilkumar @cricgenie
69,ArchanaArchuu,@toughindian ,,0,
70,ArchanaArchuu,@MuthusankarS yes that's correct,,0,@muthusankars
71,ArchanaArchuu,@ZhaGoD thanks ,,0,@zhagod
72,ArchanaArchuu,@sasikomaravel @vanithaj thanks bro ,,0,@vanithaj
73,ArchanaArchuu,"விலை அதிகம் வைத்து அவரகள் விற்றாலும்,'பேரம்' பேசாமல் நாம் வாங்கினால்,தங்கள் வாழ்க்கையை சீரமைத்துக்கொள்வார்கள் ",,1,
74,ArchanaArchuu,@Five5starA good bro ,,0,@Five5starA
75,ArchanaArchuu,@nraja837_ thanks sir ,,0,
76,ArchanaArchuu,@am_pradee Thank you ,,0,@am_pradee
77,ArchanaArchuu,"Chennai ppl,Pls avoid supermarkets atleast for few weeks. Smallvendors,platform sellers are rebuilding their life from scratch.Pls help them",,1651,
78,ArchanaArchuu,"@Thalaking7 got this info in FB,so thought of sharing it, people are still in need ",,0,@Thalaking7
79,ArchanaArchuu,"FOOD ,CANDLES, COIL &BLANKETS available in #MUDICHUR tomorrow #Dec10 contact 9884106850 #ChennaiRainsHelp #ChennaiMicro -#FB @Thalaking7",#MUDICHUR #Dec10 #ChennaiRainsHelp #ChennaiMicro #FB,13,@Thalaking7
80,ArchanaArchuu,"FOOD AVAILABLE @Rama Kalyana Mandapam,near palmgrove hotel Nungambakkam(Cathedral rd) 044-28269013 044-28239371 9380531434 #verify -FB",#verify,9,
81,ArchanaArchuu,@Steffiseka thanks for the update steffi,,0,@Steffiseka
82,ArchanaArchuu,"@Steffiseka oh ....its just 50 packets right, so it must have gone so quick .....ok then let me delete the tweet",,1,@Steffiseka
83,ArchanaArchuu,@Steffiseka Good.... Thanks Steffi ,,0,@Steffiseka
84,ArchanaArchuu,@ArchanaArchuu Location-Madipakkam @riyazactor @Thalaking7 @Steffiseka @iam_K_A,,4,@ArchanaArchuu @Thalaking7 @Steffiseka @iam_K_A
85,ArchanaArchuu,"#verified Children dresses #available at No 2, 27th cross street,Thiruvalluvar nagar,Thiruvanmiyur Name-Dr Rajavalli,call-8056129640",#verified #available,6,
86,ArchanaArchuu,பெண்கள் உள்ளாடைகள்- திருப்பூரிலிருந்து மிகக் குறைந்த விலையில் Sathya Murthyவாங்கித் தருகிறார். Ph:98948 44999 @Thalaking7 @Steffiseka -FB,,5,@Thalaking7 @Steffiseka
87,ArchanaArchuu,@sivam0648 Thank you so much sir ,,1,@sivam0648
88,ArchanaArchuu, #ChennaiRainsHelp,#ChennaiRainsHelp,5,
89,ArchanaArchuu,@kodeeswaran22 Good morning ,,0,@kodeeswaran22
90,ArchanaArchuu,"@bala6363 Good morning Bala........engei yesterday alaei kanom, r u ok ?",,0,@bala6363
91,ArchanaArchuu,@virgin_off Thanks for the TIP :-),,1,@virgin_off
92,ArchanaArchuu,#SaveCuddalore #Cuddaloreflood #CuddaloreRainsHelp,#SaveCuddalore #Cuddaloreflood #CuddaloreRainsHelp,5,
93,ArchanaArchuu,#ChennaiRainsHelp #ChennaiMicro,#ChennaiRainsHelp #ChennaiMicro,3,
94,ArchanaArchuu,400 மில்லி தண்ணீரில் 10 கிராம் நில வேம்பு போட்டு கொதிக்க வைத்து அது 100 மில்லி ஆனதும் குடித்தாலே போதும்- source #FB,#FB,39,
95,ArchanaArchuu,"''Volunteers are not paid -not because they are worthless,but because they are PRICELESS'' Thanks Volunteers!pic #FB",#FB,13,
96,ArchanaArchuu,#TravelUpdate #ChennaiMicro,#TravelUpdate #ChennaiMicro,8,
97,ArchanaArchuu,#ChennaiDocs #Velachery Medical camp @Thalaking7 @Thilip53,#ChennaiDocs #Velachery,7,@Thalaking7 @Thilip53
98,ArchanaArchuu,Cuddalore Volunteers contact numbers #CuddaloreVolunteers #Dec09,#CuddaloreVolunteers #Dec09,4,
99,ArchanaArchuu,#Respect to your generosity God bless the NEWLYWED Couple ,#Respect,1,
100,ArchanaArchuu,#verified Need dress for 20 boys&amp;20 girls age group 10-15.60 blankets 40 school bags for orphanage children near manali Jagan 91 98412 55342,#verified,18,
101,ArchanaArchuu,டாக்டர் பத்மப்ரியாவிற்கு மனமார்ந்த நன்றி #Respect your great &amp; tireless help Doctor!!!!,#Respect,5,
102,ArchanaArchuu,@TheFinalCountUp @Thalaking7 @Steffiseka @sowmyarao_ ok sure will delete it thanks for updating,,1,@TheFinalCountUp @Thalaking7 @Steffiseka @sowmyarao_
103,ArchanaArchuu,BOOKS available- btech IT books n commerce books for all yrs.Pls do call aravind -9962718497 Frm kolathur #ChennaiRainsHelp #ChennaiMicro,#ChennaiRainsHelp #ChennaiMicro,14,
104,ArchanaArchuu,"#afterflood TIPS If u have a hair dryer open the stove,mixie&amp;grinder-heat the coil&amp;other parts using hair dryer for some time&amp;then fix it",#afterflood,4,
105,ArchanaArchuu,@RaazBalaya thanks @Thalaking7 @Steffiseka,,0,@RaazBalaya @Thalaking7 @Steffiseka
106,ArchanaArchuu,Mosquito repellent #ChennaiRainsHelp #ChennaiFloods #ChennaiMicro @Thalaking7 @Steffiseka @MMSUNLOTUS @riyazactor,#ChennaiRainsHelp #ChennaiFloods #ChennaiMicro,7,@Thalaking7 @Steffiseka @MMSUNLOTUS
107,ArchanaArchuu,"BLOOD DONATION CAMP on Sunday 13th December,10 am To 1 pm. VENUE Dr.vetrivendan dental centre 78 / 103 Dr radha krishnan salai, #mylapore",#mylapore,9,
108,ArchanaArchuu,VOLUNTEERS NEEDED 2 distribute stationery items throughout Chennai. Interested volunteers call/whatsapp 9789900524 9941473803 9789819467,,19,
109,ArchanaArchuu,கடலூர் மாவட்ட மாணவ/ மாணவிகளுக்கு தேவையான பாட புத்தகங்கள்-மு.முருகன் 8489777140 இவரிடம் ஒப்படைத்தால் கடலூரில் வினியோகம் செய்திடுவார் RT pls,,52,
110,ArchanaArchuu,தாய்மை பெண்ணின் சிறப்பு ... வாழ்த்துக்கள் !!! ,,5,
111,ArchanaArchuu,#SaveCuddalore #CuddaloreRainsHelp #Cuddaloreflood volunteers in Cuddalore PLS check this @MMSUNLOTUS @Thalaking7,#SaveCuddalore #CuddaloreRainsHelp #Cuddaloreflood,10,@MMSUNLOTUS @Thalaking7
112,ArchanaArchuu,@shankaraa Thanks a lot will check it out ,,0,@shankaraa
113,ArchanaArchuu,குழந்தை யூனுஸின் கல்வி செலவினை பொறுப்பேற்றுக்கொண்ட நல்மனதிற்கு பாராட்டுக்கள் யூனுஸ் #Younus ,#Younus,9,
114,ArchanaArchuu,@MuthusankarS @Baashhu,,0,@muthusankars @Baashhu
115,ArchanaArchuu,@Thalaking7 Thank you so much ,,0,@Thalaking7
116,ArchanaArchuu,@MuthusankarS @_Sangeethaa_ @Baashhu Woww... Happy to know thanks for the update,,0,@muthusankars @Baashhu
117,ArchanaArchuu,FOOD availability #ChennaiRainsHelp #ChennaiMicro @Thalaking7 @Thilip53 @Steffiseka @riyazactor,#ChennaiRainsHelp #ChennaiMicro,14,@Thalaking7 @Thilip53 @Steffiseka
118,ArchanaArchuu,E-books for SCHOOL students-> http://www.textbooksonline.tn.nic.in #ChennaiRainsHelp @Thalaking7 @riyazactor #ChennaiMicro,#ChennaiRainsHelp #ChennaiMicro,7,@Thalaking7
119,ArchanaArchuu,#VERIFIED #NEED #Food for over 1000 People Urgent. Please Call Tom -9710494649. Dec 8.7PM Area #nungambakkam #ChennaiRainsHelp @Thalaking7,#VERIFIED #NEED #Food #nungambakkam #ChennaiRainsHelp,5,@Thalaking7
120,ArchanaArchuu,@Thalaking7 yes will let them know @riyazactor,,0,@Thalaking7
121,ArchanaArchuu,#ChennaiRainsHelp 100 blankets &amp; nighties AVAILABLE @chollaimeedu contact-9176590590 #verified #ChennaiMicro @Thalaking7 @riyazactor,#ChennaiRainsHelp #verified #ChennaiMicro,7,@Thalaking7
122,ArchanaArchuu,Transportation needed: Need to collect relief materials from #aminjikari to #westmambalam Pls call 9094083537 #ChennaiRainsHelp @Thalaking7,#aminjikari #westmambalam #ChennaiRainsHelp,8,@Thalaking7
123,ArchanaArchuu,Need blanket food water medicinekit for 40 families at kumaran nagar padi.Please call pastor gladstone @+919840642451 @Thalaking7,,8,@Thalaking7
124,ArchanaArchuu,"#supply_needed Tribal community in Sadayan Kuppam near Manali, requires 48 kits consisting of kerosene,stove&amp;vessel pls call Lily 9677253902",#supply_needed,11,
125,ArchanaArchuu,#chennai_floods O+ blood required.Location:SMF Hospital.Cancer patient-Call: Peter Anand-9884157770 Patients name:Ravi-Number:9283389005,#chennai_floods,9,
126,ArchanaArchuu,25kg #rice and 40 packets of #mosquito coils #available Contact-Sunil-9940281138 Godfrey - 8015072098 #FB #ChennaiRainsHelp #ChennaiMicro,#rice #mosquito #available #FB #ChennaiRainsHelp #ChennaiMicro,6,
127,ArchanaArchuu,#volunteersneeded to collect food pockets (50 no's) from #sembakkam&amp;deliver it 2 Voice of Heaven (#Thoraipakkam) pls call mani @9042653922,#volunteersneeded #sembakkam #Thoraipakkam,7,
128,ArchanaArchuu,Optical need #ChennaiRainsHelp #ChennaiMicro @riyazactor @Thalaking7,#ChennaiRainsHelp #ChennaiMicro,3,@Thalaking7
129,ArchanaArchuu,#chennaidocs DOCTORS Royapettai - Dr. Radhika balasubramanian - Royapuram - Dr. Rahul - 9944611395 Thiruvallikeni - Dr. Rahman - 9840177675,#chennaidocs,18,
130,ArchanaArchuu,#Doctors Available Mylapore Dr. Vetri Vendhan - 9884013785 Ezhumboor Dr. Matthews - 9444126169 Thiruvotriyoor Dr. Anbsuselvan - 9840193035,#Doctors,5,
131,ArchanaArchuu,#chennaidocs For any medical help &amp; Doctor availability contact Arun Kishorre -+91-9944 594436 Vijayakumar Ramachandran - +91 9965 530969,#chennaidocs,19,
132,ArchanaArchuu,#FOODAVAILABLE 50kg rice 50 kg atta 15 kg dhal AVAILABLE call 9940190008 Ambattur OT #ChennaiRainsHelp @riyazactor @Steffiseka #ChennaiMicro,#FOODAVAILABLE #ChennaiRainsHelp #ChennaiMicro,12,@Steffiseka
133,ArchanaArchuu,"@vasanththeone pls ask them to try this number Tambaram. 9994076351, I am not sure if they still have stocks available",,1,@vasanththeone
134,ArchanaArchuu,@vasanththeone his name is Balaji,,0,@vasanththeone
135,ArchanaArchuu,@riyazactor @Steffiseka his name is balaji :-) pls mention it in your RT,,1,@Steffiseka
136,ArchanaArchuu,"Men's dresses available in Purasaivakkam,pls call 9841053263 #ChennaiRainsHelp #ChennaiMicro @riyazactor @Steffiseka #verified",#ChennaiRainsHelp #ChennaiMicro #verified,17,@Steffiseka
137,ArchanaArchuu,"#Respect @Actor_Siddharth for your courageous first step for the flood relief, you are an inspiration to many !",#Respect,45,@Actor_Siddharth
138,ArchanaArchuu,for blankets need - call 9840072276 #ChennaiRainsHelp #ChennaiMicro,#ChennaiRainsHelp #ChennaiMicro,8,
139,ArchanaArchuu,water available #ChennaiRainsHelp #ChennaiMicro,#ChennaiRainsHelp #ChennaiMicro,7,
140,ArchanaArchuu,"Need Mosquito coils,Candles,Sanitary napkins for #Cuddalore Truck leaves Chennai on 10th December, Thivyan 9884395918,Dharma-8807801525",,3,
141,ArchanaArchuu,"@SGokul @bbcweather there may be showers, but not HEAVY rain forecast , let us hope and wish for good weather :-)",,1,@SGokul @bbcweather
142,ArchanaArchuu,"#free BLANKETS Polaris,244, Anna Salai, Chennai-600006. Near Thousand Light Bus Stop call -Mr.Bala 9840748477 #Dec08 #Verifed #ChennaiMicro",#free #Dec08 #Verifed #ChennaiMicro,25,
143,ArchanaArchuu,"Avadi,ambattur, thirumullaivoyal area people Pls call 2 DONATE for JAFFERKHANPET,they'll colct Avadi manoj9940048250,Avadi pradeep9094583109",,3,
144,ArchanaArchuu,"heavy rainfall for next 72 hours is a RUMOUR.No HEAVY rains are expected in Chennai for next 48 hours,http://www.weather.com/weather/tenday/l/Chennai+India+INXX0202:1:IN ,",,1,
145,ArchanaArchuu,"@withnav_ Thanks to you and your sister for collecting DRESSES,its a great help!! God bless you both :-)",,0,@withnav_
146,ArchanaArchuu,For dress need pls contact ,,2,
147,ArchanaArchuu,#ChennaiRainsHelp #ChennaiMicro DOCTORS NEEDED,#ChennaiRainsHelp #ChennaiMicro,8,
148,ArchanaArchuu,@ajithsubburam Thanks @sivam0648,,1,@ajithsubburam @sivam0648
149,ArchanaArchuu,For food&water need Please contact. Afzal Syed +91 90431 88118. #ChennaiRainsHelp #ChennaiMicro @Thilip53 @iam_K_A @riyazactor @Jaitwits,#ChennaiRainsHelp #ChennaiMicro,10,@Thilip53 @iam_K_A @Jaitwits
150,ArchanaArchuu,"TRUCK AVAILABLE TO CUDDALORE Tata 407 leaving today PlS call @9910136862 Loganathan-9444030643 truck is @ttk road, shankarahall @iam_K_A",,6,@iam_K_A
151,ArchanaArchuu,"@rksviews if I have not mentioned any other tags, please add them in your RT instead of repeating the same tag I Have mentioned",,1,@rksviews
152,ArchanaArchuu,@Rajan_0fficial @iam_K_A ,,0,@Rajan_0fficial @iam_K_A
153,ArchanaArchuu,#Medicalcamp mandaveli coordinationwithIndianoverseas BankPSG IMSRHospital Call-Dr.suthanthimothy9791585844 Dr Tausif Thangalvadi9840296642,#Medicalcamp,4,
154,ArchanaArchuu,#Medicalcamp virugambaakam in coordination with PSG IMSR &amp; Hospitals Contact Dr. Ramamoorthy 9994735506 #ChennaiRainsHelp @iam_K_A @Thilip53,#Medicalcamp #ChennaiRainsHelp,9,@iam_K_A @Thilip53
155,ArchanaArchuu,#Medicalcamp Melavakkam In coordination with CMCHIS &amp; Health minister Contact Dr. Karthik-9600864006 #ChennaiMicro @Thilip53 @riyazactor,#Medicalcamp #ChennaiMicro,7,@Thilip53
156,ArchanaArchuu,"#Medicalcamps GUINDY industrial estate,call-9894094349 Chocku 9944468064 - Subramanian Olagappan 9842219440 Saravanan Time 4 pm to 7 pm",#Medicalcamps,10,
157,ArchanaArchuu,"#Medicalcamps Grand mall, velachery 11 am Contact - Dr. Anirudh - 9940095314 #ChennaiRainsHelp @Thilip53 @Thalaking7 @riyazactor @iam_K_A",#Medicalcamps #ChennaiRainsHelp,9,@Thilip53 @Thalaking7 @iam_K_A
158,ArchanaArchuu,#Medicalcamps for Dec 8 2015 West mambalam 2000 patients No. 34 ellaiamman koil street 10 am to 2 pm Call-Dr. Arul 967720939 Doctors needed,#Medicalcamps,6,
159,ArchanaArchuu,5000 food pkts ready Anybody wants to distribute pls contact Vineet Jain& his son 9840426263/ Gaurav Jain 9841062626 #Fb #ChennaiRainsHelp,#Fb #ChennaiRainsHelp,7,
160,ArchanaArchuu,@seeni_ajith நன்றி @Im_bharathi,,0,@seeni_ajith @im_bharathi
161,ArchanaArchuu,@raghupathiarun ,,0,@RaghupathiArun
162,ArchanaArchuu,@kodeeswaran22 Welcome ,,0,@kodeeswaran22
163,ArchanaArchuu,"devotees Gurudwara Sahib,Chennai are willing to prepare food to be distributed to the people in need Please call Adman:9884080037 @iam_K_A",,4,@iam_K_A
164,ArchanaArchuu,7000 NAPKINS WILL BE AVAILABLE BY EVENING NEAR ANNA NAGAR! CONTACT SHADIQ +919042537851 #verified #ChennaiRainsHelp @Im_bharathi @riyazactor,#verified #ChennaiRainsHelp,19,@im_bharathi
165,ArchanaArchuu,10th or 12th books available. 9663123165. Arjith Lal. #ChennaiRainsHelp #ChennaiMicro @Thilip53 @riyazactor @iam_K_A @Thalaking7 @Jaitwits,#ChennaiRainsHelp #ChennaiMicro,17,@Thilip53 @iam_K_A @Thalaking7 @Jaitwits
166,ArchanaArchuu,Food paste brush biscuits bedsheet Mats available at Tambaram. 9994076351.#ChennaiRainsHelp #ChennaiMicro @Thilip53 @riyazactor @iam_K_A,#ChennaiRainsHelp #ChennaiMicro,9,@Thilip53 @iam_K_A
167,ArchanaArchuu,@Im_bharathi @ravichandransun We need to rebuild flood affected areas it's a big task... That's what I meant by'தொடரட்டும் உங்கள் நற்பணி,,0,@im_bharathi @ravichandransun
168,ArchanaArchuu,"P&G has 1 lakh sanitary napkins, public centers,registered NGOs can give letter and get it. Madhan Senthil - 7810090990 #ChennaiRainsHelp",#ChennaiRainsHelp,7,
169,ArchanaArchuu,#Food available at GRT Grand-T Nagar Portable western toilets available. Call-Satish 7299119900 #ChennaiRainsHelp #FB @iam_K_A @riyazactor,#Food #ChennaiRainsHelp #FB,16,@iam_K_A
170,ArchanaArchuu,Water Packets are available at TNagar.Needs to be picked up. Contact:8056227373 #FB #ChennaiRainsHelp #ChennaiMicro @Thalaking7 @riyazactor,#FB #ChennaiRainsHelp #ChennaiMicro,12,@Thalaking7
171,ArchanaArchuu,#Medicinesavailable contact Kamal-9698276893 #ChennaiRainsHelp #ChennaiMicro @riyazactor @Thalaking7 @Thilip53 @iam_K_A,#Medicinesavailable #ChennaiRainsHelp #ChennaiMicro,10,@Thalaking7 @Thilip53 @iam_K_A
172,ArchanaArchuu,@latha_Bharathy @Thalaking7 @iam_ponguzhali oh ok ok eppo purinjuthu ,,0,@latha_Bharathy @Thalaking7 @iam_ponguzhali
173,ArchanaArchuu,@kodeeswaran22 thanks ,,0,@kodeeswaran22
174,ArchanaArchuu,உங்க பாராட்டு உற்சாகமளிக்கிறது மிக்க நன்றி !!! https://twitter.com/raghupathiarun/status/674092617181741057,,2,
175,ArchanaArchuu,@Thalaking7 eppo edhukku ennai kai kamikrenga @latha_Bharathy @iam_ponguzhali,,0,@Thalaking7 @latha_Bharathy @iam_ponguzhali
176,ArchanaArchuu,@Ranjithanbu12 Good morning I'm doing good... How about you ?,,0,@Ranjithanbu12
177,ArchanaArchuu,@Krish_cute_twts @aashiqali500 @shaza_shazu Good morning ,,1,
178,ArchanaArchuu,"5000SanitaryNapkins­,water packets available at Location:SBOA Matric school, Anna Nagar Depot. Contact Bala-9952 91 8699. #ChennaiRainsHelp",#ChennaiRainsHelp,13,
179,ArchanaArchuu,6 truck loads full of biscuits rusk water bread chapathi bananas n packed food items.Chrompet.(volunteers­ needed). Mr.dill : 9884064255.,,12,
180,ArchanaArchuu,3500 dresses for all age groups.Contact Sujani Dwarak - 09176455946 / Jaishree Jayaram Swamy - 09952048254 / Shranoth Suresh - 09790782177,,16,
181,ArchanaArchuu,#Supply list 250 food packets Call-Mahir 9790929220 Mughundhan 9941551995 Clothes in East Tambaram.Contact Susan Monica at 9710207655,#Supply,12,
182,ArchanaArchuu,@Im_bharathi என்னால் முடிந்த உதவிகள் செய்ய வாய்ப்பு கிடைத்ததில் எனக்கும் மனம் நிறைவு தொடரட்டும் உங்கள் நற்பணி ,,3,@im_bharathi
183,ArchanaArchuu,@pattinaththaar Thank you so much ,,0,
184,ArchanaArchuu,#SUPPLY list Blankets in Adyar.Call Niyaz 7418722155 water packets.dhayaalagiri brothers office.Call 8056227373 #verified #ChennaiRainsHelp,#SUPPLY #verified #ChennaiRainsHelp,12,
185,ArchanaArchuu,#volunteersavailable in #tambaram contact number is 8438999619 #ChennaiRainsHelp #ChennaiMicro @Thalaking7 @iam_K_A @Jaitwits @bala6363,#volunteersavailable #tambaram #ChennaiRainsHelp #ChennaiMicro,5,@Thalaking7 @iam_K_A @Jaitwits @bala6363
186,ArchanaArchuu,500 dhothies needed at koyambedu Contact person : suguna 9094777636 #VERIFIED #ChennaiRainsHelp #ChennaiMicro @Thalaking7 @iam_K_A @Jaitwits,#VERIFIED #ChennaiRainsHelp #ChennaiMicro,11,@Thalaking7 @iam_K_A @Jaitwits
187,ArchanaArchuu,"If your #desktop nd #laptop are affected In Flood call Vishal-9994930989,9566492192 rectify it for free of cost.Don't switch on any device.",#desktop #laptop,12,
188,ArchanaArchuu,Bread&WATER Chithrakumar-9600737501 Siddu-7502645619 Hari-9710453053 Tomorrow 6.00 am will reach #koyambedu Omni busstand.Coming from #theni,#koyambedu #theni,10,
189,ArchanaArchuu,Dresses #available :pls call Sujani Dwarak109176455946/Jaishree Jayaram Swamy-09952048254 /Shranoth Suresh-09790782177 #ChennaiRainsHelp,#available #ChennaiRainsHelp,4,
190,ArchanaArchuu,Chappathi flour #Available plscall #VERIFIED #ChennaiRainsHelp @Thalaking7 @Jaitwits @MMSUNLOTUS @bala6363 @i_Soruba,#Available #VERIFIED #ChennaiRainsHelp,6,@Thalaking7 @Jaitwits @MMSUNLOTUS @bala6363 @i_Soruba
191,ArchanaArchuu,Women's #Need available pls call #VERIFIED @Thalaking7 @MMSUNLOTUS @Jaitwits @i_Soruba @bala6363 #ChennaiRainsHelp https://twitter.com/sujith_spy/status/673883150301331456,#Need #VERIFIED #ChennaiRainsHelp,5,@Thalaking7 @MMSUNLOTUS @Jaitwits @i_Soruba @bala6363
192,ArchanaArchuu,BLANKETS #Available 8762066000 #VERIFIED @Thalaking7 @Jaitwits @riyazactor @iam_K_A @MMSUNLOTUS @i_Soruba,#Available #VERIFIED,10,@Thalaking7 @Jaitwits @iam_K_A @MMSUNLOTUS @i_Soruba
193,ArchanaArchuu,#MedicalCamp ECR area tomorrow cc @Thalaking7 @Jaitwits @riyazactor @bala6363 #ChennaiRainsHelp #ChennaiMicro,#MedicalCamp #ChennaiRainsHelp #ChennaiMicro,8,@Thalaking7 @Jaitwits @bala6363
194,ArchanaArchuu,@SathishMSK any contact number available?,,0,@sathishmsk
195,ArchanaArchuu,"Schools in Chennai, Thiruvallur&Kancheepuram dist will remain closed till WEDNESDAY (December 8&9)#ChennaiRainsHelp",#ChennaiRainsHelp,4,
196,ArchanaArchuu,@sheikdaewood oh ok sheik ,,0,@sheikdaewood
197,ArchanaArchuu,"நாளை மதிய உணவு 500 பேருக்கு MGR Nagar,Soolaipallam area near Ramavaram @Thalaking7 @riyazactor #ChennaiRainsHelp",#ChennaiRainsHelp,12,@Thalaking7
198,ArchanaArchuu,20VOLUNTEERS AVAILABLE FOR ANYWHERE IN CHENNAI call 8870004137 #ChennaiMicro @Jaitwits @Thalaking7 @bala6363,#ChennaiMicro,4,@Jaitwits @Thalaking7 @bala6363
199,ArchanaArchuu,CUDDALORE RELIEF MATERIALS/கடலூர் Dropoff point Kodambakkam 9884281118 #VERIFIED #CuddaloreRainsHelp #SaveCuddalore,#VERIFIED #CuddaloreRainsHelp #SaveCuddalore,5,
